SK_Customer,count_transaction,schedule_service,count_items,total_spend,total_credit,total_vol,total_weight,scheduled_price,Service_Code_Unit_of_Measure_ADJ,Service_Code_Unit_of_Measure_EA,Service_Code_Unit_of_Measure_HR,Service_Code_Unit_of_Measure_KG,Service_Code_Unit_of_Measure_KLT,Service_Code_Unit_of_Measure_LTR,Service_Code_Unit_of_Measure_M3,Service_Code_Unit_of_Measure_TON,Service_Lift_Type_Front Lift,Service_Lift_Type_RORO,Service_Lift_Type_Rear Lift,Service_Waste_Stream_Co-Mingle,Service_Waste_Stream_General Waste,Service_Waste_Stream_Organic,Service_Waste_Stream_Recycling,Activity_Name_C&I,Activity_Name_Liquid,Activity_Name_Rebate,Activity_Name_Sale of Other,month_count,recency,weight_per_unit,Frequency_per_month,Spend_per_month,ATV,UPT,ASP,AWT,AVT,WPF_Flag,LPF_Flag,OCF_Flag,PIF_Flag,Payment_Terms,EVF_Flag,Weekend_Surcharge_Flag,Paper_Invoice_Billing_Cycle_Flag,Is_Contracted,Is_NewBusiness,Lead_Source_A,Lead_Source_B,Lead_Source_C,Lead_Source_CDS,Lead_Source_D,Lead_Source_E,Lead_Source_M,Lead_Source_N,Lead_Source_O,Lead_Source_P,Lead_Source_SWR,Lead_Source_T,Lead_Source_TFA,Lead_Source_U,Lead_Source_V,Lead_Source_W,Lead_Source_X,Lead_Source_XA,Lead_Source_Y,Lead_Source_nan,Banding_Inside Sales,Banding_Mid Market,Banding_National,Banding_SME,Banding_Unassigned,Banding_X,Banding_nan,Billing_Cycle_AND,Billing_Cycle_BCC,Billing_Cycle_BME,Billing_Cycle_BMP,Billing_Cycle_BMS,Billing_Cycle_CNS,Billing_Cycle_COD,Billing_Cycle_COM,Billing_Cycle_D5O,Billing_Cycle_DEC,Billing_Cycle_DEO,Billing_Cycle_ENG,Billing_Cycle_M0O,Billing_Cycle_M11,Billing_Cycle_M12,Billing_Cycle_M14,Billing_Cycle_M15,Billing_Cycle_M1E,Billing_Cycle_M1O,Billing_Cycle_M2G,Billing_Cycle_M2O,Billing_Cycle_M3E,Billing_Cycle_M3O,Billing_Cycle_M3S,Billing_Cycle_M4E,Billing_Cycle_M4O,Billing_Cycle_M5E,Billing_Cycle_M5H,Billing_Cycle_M5O,Billing_Cycle_M5S,Billing_Cycle_M6O,Billing_Cycle_M7E,Billing_Cycle_M7S,Billing_Cycle_M8E,Billing_Cycle_M8S,Billing_Cycle_M9E,Billing_Cycle_M9O,Billing_Cycle_MAO,Billing_Cycle_MBO,Billing_Cycle_MCE,Billing_Cycle_MCN,Billing_Cycle_MCO,Billing_Cycle_MDO,Billing_Cycle_ME2,Billing_Cycle_ME3,Billing_Cycle_MEB,Billing_Cycle_MEC,Billing_Cycle_MEG,Billing_Cycle_MEI,Billing_Cycle_MEK,Billing_Cycle_MEN,Billing_Cycle_MEO,Billing_Cycle_MEW,Billing_Cycle_MEY,Billing_Cycle_MKA,Billing_Cycle_MMA,Billing_Cycle_MNK,Billing_Cycle_MNM,Billing_Cycle_MNW,Billing_Cycle_MOO,Billing_Cycle_MPS,Billing_Cycle_MRO,Billing_Cycle_MSE,Billing_Cycle_MSG,Billing_Cycle_MSI,Billing_Cycle_MSO,Billing_Cycle_MSP,Billing_Cycle_MSW,Billing_Cycle_MTO,Billing_Cycle_MUN,Billing_Cycle_MWE,Billing_Cycle_MWO,Billing_Cycle_MWS,Billing_Cycle_NBI,Billing_Cycle_NN8,Billing_Cycle_NNH,Billing_Cycle_NNL,Billing_Cycle_PNE,Billing_Cycle_PNN,Billing_Cycle_PNQ,Billing_Cycle_PNR,Billing_Cycle_PNT,Billing_Cycle_PNV,Billing_Cycle_RNA,Billing_Cycle_RNE,Billing_Cycle_RNF,Billing_Cycle_RNJ,Billing_Cycle_RNL,Billing_Cycle_RNM,Billing_Cycle_RNN,Billing_Cycle_RNQ,Billing_Cycle_RNR,Billing_Cycle_S21,Billing_Cycle_SN8,Billing_Cycle_SNE,Billing_Cycle_TNM,Billing_Cycle_TNS,Billing_Cycle_W11,Billing_Cycle_W1O,Billing_Cycle_W2O,Billing_Cycle_W5E,Billing_Cycle_W6O,Billing_Cycle_W7O,Billing_Cycle_WCA,Billing_Cycle_WCC,Billing_Cycle_WE2,Billing_Cycle_WE4,Billing_Cycle_WEB,Billing_Cycle_WEC,Billing_Cycle_WEO,Billing_Cycle_WME,Billing_Cycle_WMP,Billing_Cycle_WMS,Billing_Cycle_WNI,Billing_Cycle_WNQ,Billing_Cycle_WS1,Billing_Cycle_nan,Billing_Address_State_ACT,Billing_Address_State_NSW,Billing_Address_State_NT,Billing_Address_State_QLD,Billing_Address_State_SA,Billing_Address_State_TAS,Billing_Address_State_VIC,Billing_Address_State_WA,Billing_Address_State_nan,Account_Status_A,Account_Status_C,Account_Status_D,Account_Status_I,Account_Status_L,Account_Status_S,Account_Status_U,Account_Status_Z,Account_Status_nan,Account_Type_A,Account_Type_B,Account_Type_C,Account_Type_D,Account_Type_INP,Account_Type_INT,Account_Type_ITB,Account_Type_LAN,Account_Type_MUD,Account_Type_MUN,Account_Type_RCT,Account_Type_ST,Account_Type_T,Account_Type_nan,Sub_Banding_Inside Sales,Sub_Banding_Mid Market,Sub_Banding_National,Sub_Banding_SME,Sub_Banding_TFA,Sub_Banding_Unassigned,Sub_Banding_X,Sub_Banding_nan,Uprate_Category_COMP,Uprate_Category_EXEM,Uprate_Category_F1Y,Uprate_Category_F2Y,Uprate_Category_F3Y,Uprate_Category_GEN,Uprate_Category_KAM,Uprate_Category_LOC,Uprate_Category_NAT,Uprate_Category_RESI,Uprate_Category_SPEC,Uprate_Category_STA,Uprate_Category_U6%,Uprate_Category_nan,ANZSIC_Division_Accommodation and Food Services,ANZSIC_Division_Administrative and Support Services,"ANZSIC_Division_Agriculture, Forestry and Fishing",ANZSIC_Division_Arts and Recreation Services,ANZSIC_Division_Construction,ANZSIC_Division_Education and Training,"ANZSIC_Division_Electricity, Gas, Water and Waste Services",ANZSIC_Division_Financial and Insurance Services,ANZSIC_Division_Health Care and Social Assistance,ANZSIC_Division_Information Media and Telecommunications,ANZSIC_Division_Manufacturing,ANZSIC_Division_Mining,ANZSIC_Division_Other Services,"ANZSIC_Division_Professional, Scientific and Technical Services",ANZSIC_Division_Public Administration and Safety,"ANZSIC_Division_Rental, Hiring and Real Estate Services",ANZSIC_Division_Retail Trade,"ANZSIC_Division_Transport, Postal and Warehousing",ANZSIC_Division_Wholesale Trade,ANZSIC_Division_nan,churn_flag
1865237,9,9,9.0,113,113,0.02,0,0.0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,2,30,0.0,0.32142857142857145,4.057142864380564,12.622222244739532,1.0,12.622222244739532,0.0,0.0022222222222222222,0,1,0,1,14.0,1,0,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
1936847,89,89,91.5,2274,2265,59.400000000000006,900,2610.06,3,32,0,0,0,0,54,0,0,0,59,35,24,0,0,59,0,0,30,7,8,9.836065573770492,3.1785714285714284,81.23785713740756,25.55797752637541,1.0280898876404494,24.859672129479907,10.112359550561798,0.6674157303370787,1,1,1,1,14.0,1,1,0,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1960571,15,15,15.46,1587,1587,20.0,1460,0.0,0,12,0,0,0,0,2,1,0,0,0,0,0,0,0,9,0,0,6,2,32,94.4372574385511,0.5357142857142857,56.69142886570522,105.82400054931641,1.0306666666666666,102.6752916067106,97.33333333333333,1.3333333333333333,1,1,1,1,14.0,1,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2032517,6,6,6.0,42,42,9.0,200,70.80000000000001,0,3,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,3,1,34,33.333333333333336,0.21428571428571427,1.5321428605488367,7.150000015894572,1.0,7.150000015894572,33.333333333333336,1.5,1,1,0,1,45.0,0,0,0,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2051641,4,4,4.0,60,60,0.24,0,67.16,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,32,0.0,0.14285714285714285,2.1607142857142856,15.125,1.0,15.125,0.0,0.06,1,1,1,1,14.0,1,0,0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
2056409,131,131,336.0,1630,1630,223.92000000000002,0,0.0,0,87,0,10,0,0,34,0,0,0,67,67,0,0,0,97,0,0,34,10,30,0.0,4.678571428571429,58.23428566966738,12.447022891226615,2.564885496183206,4.852857139138949,0.0,1.7093129770992368,1,1,1,0,14.0,1,0,0,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
2115649,19,19,19.0,184,184,69.0,25,0.0,0,7,0,0,0,0,12,0,13,0,0,0,2,0,11,13,0,0,6,3,24,1.3157894736842106,0.6785714285714286,6.603214310748231,9.731052668471078,1.0,9.731052668471078,1.3157894736842106,3.6315789473684212,0,0,0,0,130.0,0,0,0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2126740,3,3,3.0,429,429,0.0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,14,0.0,0.10714285714285714,15.321428571428571,143.0,1.0,143.0,0.0,0.0,0,1,0,1,30.0,0,1,0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2158578,15,15,14.0,995,995,12.0,0,0.0,0,10,0,0,0,0,5,0,7,0,0,0,7,0,0,7,0,0,8,3,36,0.0,0.5357142857142857,35.535714285714285,66.33333333333333,0.9333333333333333,71.07142857142857,0.0,0.8,0,1,0,0,14.0,0,0,0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
2158613,20,20,19.0,142,142,0.48,0,69.96000000000001,0,17,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,17,3,11,0.0,0.7142857142857143,5.093571443642886,7.13100002110004,0.95,7.506315811684253,0.0,0.024,0,1,0,1,14.0,1,1,1,1.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2210101,22,22,41534.0,8164,8164,0.0,32010,0.0,0,10,6,0,0,6,0,0,0,0,0,0,0,0,0,0,18,0,4,4,21,0.7706938893436702,0.7857142857142857,291.5928568158831,371.1181814020331,1887.909090909091,0.19657629871538324,1455.0,0.0,0,0,0,0,30.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
2229750,16,16,16.0,750,750,11.0,2,0.0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,6,3,28,0.125,0.5714285714285714,26.78571445601335,46.87500029802336,1.0,46.87500029802336,0.125,0.6875,0,1,0,1,14.0,0,0,1,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2246143,333,333,567.0,4841,4841,65.78,10,0.0,0,170,0,0,0,0,163,0,1,0,262,0,149,0,114,277,0,0,56,13,27,0.01763668430335097,11.892857142857142,172.91321492195132,14.539249302746658,1.7027027027027026,8.538924193676609,0.03003003003003003,0.19753753753753753,0,1,0,1,14.0,1,0,1,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2253216,7,7,6.0,211,211,3.0,0,0.0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,2,36,0.0,0.25,7.535714558192672,30.14285823277069,0.8571428571428571,35.16666793823247,0.0,0.42857142857142855,1,1,1,1,14.0,1,0,0,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2277198,962,962,1131.14,71434,71434,3874.74,274896,17982.0,0,67,0,0,0,0,870,25,804,50,51,0,650,0,255,905,0,0,57,26,14,243.02562017080112,34.357142857142854,2551.2317850760055,74.25622659264882,1.1758212058212059,63.1526512917306,285.75467775467774,4.027796257796258,0,1,1,1,30.0,0,0,0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
2281392,41,41,62.5,5336,5336,60.0,2536,0.0,0,9,0,0,0,0,26,6,0,0,0,0,0,0,0,37,0,0,4,2,38,40.576,1.4642857142857142,190.574996948242,130.14877840367745,1.524390243902439,85.37759863281241,61.853658536585364,1.4634146341463414,1,1,1,0,30.0,0,0,0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2317076,125,125,65336.5,84788,84788,164.0,0,367.77,1,101,0,0,0,0,0,23,0,0,0,0,0,0,0,6,89,0,30,9,31,0.0,4.464285714285714,3028.1739358561385,678.3109616317751,522.692,1.2977259296713457,0.0,1.312,0,0,0,1,30.0,0,0,0,1.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2329568,1373,1373,1858.0,45607,45607,3275.1,14134,0.0,0,290,0,0,0,0,1083,0,413,0,905,298,610,0,410,1318,0,0,55,18,22,7.6071044133476855,49.035714285714285,1628.8539501854352,33.21770619460465,1.3532410779315367,24.546776429059303,10.294246176256372,2.385360524399126,1,1,0,0,30.0,1,0,0,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
